id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,sprite_png,sprite_svg
107,hitmonchan,fighting,,50,105,79,35,110,76,14,502,"keen-eye,iron-fist,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/107.svg
108,lickitung,normal,,90,55,75,60,75,30,12,655,"own-tempo,oblivious,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/108.svg
109,koffing,poison,,40,65,95,60,45,35,6,10,"levitate,neutralizing-gas,stench",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/109.svg
110,weezing,poison,,65,90,120,85,70,60,12,95,"levitate,neutralizing-gas,stench",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/110.svg
111,rhyhorn,ground,rock,80,85,95,30,30,25,10,1150,"lightning-rod,rock-head,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/111.svg
112,rhydon,ground,rock,105,130,120,45,45,40,19,1200,"lightning-rod,rock-head,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/112.svg
113,chansey,normal,,250,5,5,35,105,50,11,346,"natural-cure,serene-grace,healer",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/113.svg
114,tangela,grass,,65,55,115,100,40,60,10,350,"chlorophyll,leaf-guard,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/114.svg
115,kangaskhan,normal,,105,95,80,40,80,90,22,800,"early-bird,scrappy,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/115.svg
116,horsea,water,,30,40,70,70,25,60,4,80,"swift-swim,sniper,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/116.svg
117,seadra,water,,55,65,95,95,45,85,12,250,"poison-point,sniper,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/117.svg
118,goldeen,water,,45,67,60,35,50,63,6,150,"swift-swim,water-veil,lightning-rod",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/118.svg
119,seaking,water,,80,92,65,65,80,68,13,390,"swift-swim,water-veil,lightning-rod",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/119.svg
120,staryu,water,,30,45,55,70,55,85,8,345,"illuminate,natural-cure,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/120.svg
121,starmie,water,psychic,60,75,85,100,85,115,11,800,"illuminate,natural-cure,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/121.svg
122,mr-mime,psychic,fairy,40,45,65,100,120,90,13,545,"soundproof,filter,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/122.svg
123,scyther,bug,flying,70,110,80,55,80,105,15,560,"swarm,technician,steadfast",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/123.svg
124,jynx,ice,psychic,65,50,35,115,95,95,14,406,"oblivious,forewarn,dry-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/124.svg
125,electabuzz,electric,,65,83,57,95,85,105,11,300,"static,vital-spirit",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/125.svg
126,magmar,fire,,65,95,57,100,85,93,13,445,"flame-body,vital-spirit",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/126.svg
127,pinsir,bug,,65,125,100,55,70,85,15,550,"hyper-cutter,mold-breaker,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/127.svg
128,tauros,normal,,75,100,95,40,70,110,14,884,"intimidate,anger-point,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/128.svg
129,magikarp,water,,20,10,55,15,20,80,9,100,"swift-swim,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/129.svg
130,gyarados,water,flying,95,125,79,60,100,81,65,2350,"intimidate,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/130.svg
131,lapras,water,ice,130,85,80,85,95,60,25,2200,"water-absorb,shell-armor,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/131.svg
132,ditto,normal,,48,48,48,48,48,48,3,40,"limber,imposter",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/132.svg
133,eevee,normal,,55,55,50,45,65,55,3,65,"run-away,adaptability,anticipation",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/133.svg
134,vaporeon,water,,130,65,60,110,95,65,10,290,"water-absorb,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/134.svg
135,jolteon,electric,,65,65,60,110,95,130,8,245,"volt-absorb,quick-feet",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/135.svg
136,flareon,fire,,65,130,60,95,110,65,9,250,"flash-fire,guts",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/136.svg
137,porygon,normal,,65,60,70,85,75,40,8,365,"trace,download,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/137.svg
138,omanyte,rock,water,35,40,100,90,55,35,4,75,"swift-swim,shell-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/138.svg
139,omastar,rock,water,70,60,125,115,70,55,10,350,"swift-swim,shell-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/139.svg
140,kabuto,rock,water,30,80,90,55,45,55,5,115,"swift-swim,battle-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/140.svg
141,kabutops,rock,water,60,115,105,65,70,80,13,405,"swift-swim,battle-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/141.svg
142,aerodactyl,rock,flying,80,105,65,60,75,130,18,590,"rock-head,pressure,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/142.svg
143,snorlax,normal,,160,110,65,65,110,30,21,4600,"immunity,thick-fat,gluttony",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/143.svg
144,articuno,ice,flying,90,85,100,95,125,85,17,554,"pressure,snow-cloak",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/144.svg
145,zapdos,electric,flying,90,90,85,125,90,100,16,526,"pressure,static",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/145.svg
146,moltres,fire,flying,90,100,90,125,85,90,20,600,"pressure,flame-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/146.svg
147,dratini,dragon,,41,64,45,50,50,50,18,33,"shed-skin,marvel-scale",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/147.svg
148,dragonair,dragon,,61,84,65,70,70,70,40,165,"shed-skin,marvel-scale",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/148.svg
149,dragonite,dragon,flying,91,134,95,100,100,80,22,2100,"inner-focus,multiscale",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/149.svg
150,mewtwo,psychic,,106,110,90,154,90,130,20,1220,"pressure,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/150.svg
151,mew,psychic,,100,100,100,100,100,100,4,40,synchronize,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/151.svg
152,chikorita,grass,,45,49,65,49,65,45,9,64,"overgrow,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/152.svg
153,bayleef,grass,,60,62,80,63,80,60,12,158,"overgrow,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/153.svg
154,meganium,grass,,80,82,100,83,100,80,18,1005,"overgrow,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/154.svg
155,cyndaquil,fire,,39,52,43,60,50,65,5,79,"blaze,flash-fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/155.svg
156,quilava,fire,,58,64,58,80,65,80,9,190,"blaze,flash-fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/156.svg
157,typhlosion,fire,,78,84,78,109,85,100,17,795,"blaze,flash-fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/157.svg
158,totodile,water,,50,65,64,44,48,43,6,95,"torrent,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/158.svg
159,croconaw,water,,65,80,80,59,63,58,11,250,"torrent,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/159.svg
160,feraligatr,water,,85,105,100,79,83,78,23,888,"torrent,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/160.svg
161,sentret,normal,,35,46,34,35,45,20,8,60,"run-away,keen-eye,frisk",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/161.svg
162,furret,normal,,85,76,64,45,55,90,18,325,"run-away,keen-eye,frisk",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/162.svg
163,hoothoot,normal,flying,60,30,30,36,56,50,7,212,"insomnia,keen-eye,tinted-lens",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/163.svg
164,noctowl,normal,flying,100,50,50,86,96,70,16,408,"insomnia,keen-eye,tinted-lens",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/164.svg
165,ledyba,bug,flying,40,20,30,40,80,55,10,108,"swarm,early-bird,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/165.svg
166,ledian,bug,flying,55,35,50,55,110,85,14,356,"swarm,early-bird,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/166.svg
167,spinarak,bug,poison,40,60,40,40,40,30,5,85,"swarm,insomnia,sniper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/167.svg
168,ariados,bug,poison,70,90,70,60,70,40,11,335,"swarm,insomnia,sniper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/168.svg
169,crobat,poison,flying,85,90,80,70,80,130,18,750,"inner-focus,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/169.svg
170,chinchou,water,electric,75,38,38,56,56,67,5,120,"volt-absorb,illuminate,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/170.svg
171,lanturn,water,electric,125,58,58,76,76,67,12,225,"volt-absorb,illuminate,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/171.svg
172,pichu,electric,,20,40,15,35,35,60,3,20,"static,lightning-rod",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/172.svg
173,cleffa,fairy,,50,25,28,45,55,15,3,30,"cute-charm,magic-guard,friend-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/173.svg
174,igglybuff,normal,fairy,90,30,15,40,20,15,3,10,"cute-charm,competitive,friend-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/174.svg
175,togepi,fairy,,35,20,65,40,65,20,3,15,"hustle,serene-grace,super-luck",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/175.svg
176,togetic,fairy,flying,55,40,85,80,105,40,6,32,"hustle,serene-grace,super-luck",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/176.svg
177,natu,psychic,flying,40,50,45,70,45,70,2,20,"synchronize,early-bird,magic-bounce",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/177.svg
