id,name,name_norm,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,height,weight,abilities,sprite_png,sprite_svg,generation,legendary,weak_to,resist_to,immune_to
83,farfetchd,farfetchd,normal,flying,52,90,55,58,62,60,377,8,150,"keen-eye,inner-focus,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/83.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
84,doduo,doduo,normal,flying,35,85,45,35,35,75,310,14,392,"run-away,early-bird,tangled-feet",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/84.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
85,dodrio,dodrio,normal,flying,60,110,70,60,60,110,470,18,852,"run-away,early-bird,tangled-feet",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/85.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
86,seel,seel,water,nan,65,45,55,45,70,45,325,11,900,"thick-fat,hydration,ice-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/86.svg,,,"electric, grass","fire, ice, steel, water",
87,dewgong,dewgong,water,ice,90,70,80,70,95,70,475,17,1200,"thick-fat,hydration,ice-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/87.svg,,,"electric, fighting, grass, rock","ice, water",
88,grimer,grimer,poison,nan,80,80,50,40,50,25,325,9,300,"stench,sticky-hold,poison-touch",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/88.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
89,muk,muk,poison,nan,105,105,75,65,100,50,500,12,300,"stench,sticky-hold,poison-touch",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/89.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
90,shellder,shellder,water,nan,30,65,100,45,25,40,305,3,40,"shell-armor,skill-link,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/90.svg,,,"electric, grass","fire, ice, steel, water",
91,cloyster,cloyster,water,ice,50,95,180,85,45,70,525,15,1325,"shell-armor,skill-link,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/91.svg,,,"electric, fighting, grass, rock","ice, water",
92,gastly,gastly,ghost,poison,30,35,30,100,35,80,310,13,1,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/92.svg,,,"dark, ghost, ground, psychic","bug, fairy, grass, poison","fighting, normal"
93,haunter,haunter,ghost,poison,45,50,45,115,55,95,405,16,1,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/93.svg,,,"dark, ghost, ground, psychic","bug, fairy, grass, poison","fighting, normal"
94,gengar,gengar,ghost,poison,60,65,60,130,75,110,500,15,405,cursed-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/94.svg,,,"dark, ghost, ground, psychic","bug, fairy, grass, poison","fighting, normal"
95,onix,onix,rock,ground,35,45,160,30,45,70,385,88,2100,"rock-head,sturdy,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/95.svg,,,"fighting, grass, ground, ice, steel, water","fire, flying, normal, poison, rock",electric
96,drowzee,drowzee,psychic,nan,60,48,45,43,90,42,328,10,324,"insomnia,forewarn,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/96.svg,,,"bug, dark, ghost","fighting, psychic",
97,hypno,hypno,psychic,nan,85,73,70,73,115,67,483,16,756,"insomnia,forewarn,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/97.svg,,,"bug, dark, ghost","fighting, psychic",
98,krabby,krabby,water,nan,30,105,90,25,25,50,325,4,65,"hyper-cutter,shell-armor,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/98.svg,,,"electric, grass","fire, ice, steel, water",
99,kingler,kingler,water,nan,55,130,115,50,50,75,475,13,600,"hyper-cutter,shell-armor,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/99.svg,,,"electric, grass","fire, ice, steel, water",
100,voltorb,voltorb,electric,nan,40,30,50,55,55,100,330,5,104,"soundproof,static,aftermath",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/100.svg,,,ground,"electric, flying, steel",
101,electrode,electrode,electric,nan,60,50,70,80,80,150,490,12,666,"soundproof,static,aftermath",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/101.svg,,,ground,"electric, flying, steel",
102,exeggcute,exeggcute,grass,psychic,60,40,80,60,45,40,325,4,25,"chlorophyll,harvest",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/102.svg,,,"bug, dark, fire, flying, ghost, ice, poison","electric, fighting, grass, ground, psychic, water",
103,exeggutor,exeggutor,grass,psychic,95,95,85,125,75,55,530,20,1200,"chlorophyll,harvest",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/103.svg,,,"bug, dark, fire, flying, ghost, ice, poison","electric, fighting, grass, ground, psychic, water",
104,cubone,cubone,ground,nan,50,50,95,40,50,35,320,4,65,"rock-head,lightning-rod,battle-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/104.svg,,,"grass, ice, water","poison, rock",electric
105,marowak,marowak,ground,nan,60,80,110,50,80,45,425,10,450,"rock-head,lightning-rod,battle-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/105.svg,,,"grass, ice, water","poison, rock",electric
106,hitmonlee,hitmonlee,fighting,nan,50,120,53,35,110,87,455,15,498,"limber,reckless,unburden",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/106.svg,,,"fairy, flying, psychic","bug, dark, rock",
107,hitmonchan,hitmonchan,fighting,nan,50,105,79,35,110,76,455,14,502,"keen-eye,iron-fist,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/107.svg,,,"fairy, flying, psychic","bug, dark, rock",
108,lickitung,lickitung,normal,nan,90,55,75,60,75,30,385,12,655,"own-tempo,oblivious,cloud-nine",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/108.svg,,,fighting,,ghost
109,koffing,koffing,poison,nan,40,65,95,60,45,35,340,6,10,"levitate,neutralizing-gas,stench",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/109.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
110,weezing,weezing,poison,nan,65,90,120,85,70,60,490,12,95,"levitate,neutralizing-gas,stench",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/110.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
111,rhyhorn,rhyhorn,ground,rock,80,85,95,30,30,25,345,10,1150,"lightning-rod,rock-head,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/111.svg,,,"fighting, grass, ground, ice, steel, water","fire, flying, normal, poison, rock",electric
112,rhydon,rhydon,ground,rock,105,130,120,45,45,40,485,19,1200,"lightning-rod,rock-head,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/112.svg,,,"fighting, grass, ground, ice, steel, water","fire, flying, normal, poison, rock",electric
113,chansey,chansey,normal,nan,250,5,5,35,105,50,450,11,346,"natural-cure,serene-grace,healer",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/113.svg,,,fighting,,ghost
114,tangela,tangela,grass,nan,65,55,115,100,40,60,435,10,350,"chlorophyll,leaf-guard,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/114.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
115,kangaskhan,kangaskhan,normal,nan,105,95,80,40,80,90,490,22,800,"early-bird,scrappy,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/115.svg,,,fighting,,ghost
116,horsea,horsea,water,nan,30,40,70,70,25,60,295,4,80,"swift-swim,sniper,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/116.svg,,,"electric, grass","fire, ice, steel, water",
117,seadra,seadra,water,nan,55,65,95,95,45,85,440,12,250,"poison-point,sniper,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/117.svg,,,"electric, grass","fire, ice, steel, water",
118,goldeen,goldeen,water,nan,45,67,60,35,50,63,320,6,150,"swift-swim,water-veil,lightning-rod",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/118.svg,,,"electric, grass","fire, ice, steel, water",
119,seaking,seaking,water,nan,80,92,65,65,80,68,450,13,390,"swift-swim,water-veil,lightning-rod",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/119.svg,,,"electric, grass","fire, ice, steel, water",
120,staryu,staryu,water,nan,30,45,55,70,55,85,340,8,345,"illuminate,natural-cure,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/120.svg,,,"electric, grass","fire, ice, steel, water",
121,starmie,starmie,water,psychic,60,75,85,100,85,115,520,11,800,"illuminate,natural-cure,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/121.svg,,,"bug, dark, electric, ghost, grass","fighting, fire, ice, psychic, steel, water",
122,mr-mime,mr mime,psychic,fairy,40,45,65,100,120,90,460,13,545,"soundproof,filter,technician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/122.svg,,,"ghost, poison, steel","fighting, psychic",dragon
123,scyther,scyther,bug,flying,70,110,80,55,80,105,500,15,560,"swarm,technician,steadfast",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/123.svg,,,"electric, fire, flying, ice, rock","bug, fighting, grass",ground
124,jynx,jynx,ice,psychic,65,50,35,115,95,95,455,14,406,"oblivious,forewarn,dry-skin",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/124.svg,,,"bug, dark, fire, ghost, rock, steel","ice, psychic",
125,electabuzz,electabuzz,electric,nan,65,83,57,95,85,105,490,11,300,"static,vital-spirit",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/125.svg,,,ground,"electric, flying, steel",
126,magmar,magmar,fire,nan,65,95,57,100,85,93,495,13,445,"flame-body,vital-spirit",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/126.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
127,pinsir,pinsir,bug,nan,65,125,100,55,70,85,500,15,550,"hyper-cutter,mold-breaker,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/127.svg,,,"fire, flying, rock","fighting, grass, ground",
128,tauros,tauros,normal,nan,75,100,95,40,70,110,490,14,884,"intimidate,anger-point,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/128.svg,,,fighting,,ghost
129,magikarp,magikarp,water,nan,20,10,55,15,20,80,200,9,100,"swift-swim,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/129.svg,,,"electric, grass","fire, ice, steel, water",
130,gyarados,gyarados,water,flying,95,125,79,60,100,81,540,65,2350,"intimidate,moxie",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/130.svg,,,"electric, rock","bug, fighting, fire, steel, water",ground
131,lapras,lapras,water,ice,130,85,80,85,95,60,535,25,2200,"water-absorb,shell-armor,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/131.svg,,,"electric, fighting, grass, rock","ice, water",
132,ditto,ditto,normal,nan,48,48,48,48,48,48,288,3,40,"limber,imposter",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/132.svg,,,fighting,,ghost
133,eevee,eevee,normal,nan,55,55,50,45,65,55,325,3,65,"run-away,adaptability,anticipation",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/133.svg,,,fighting,,ghost
134,vaporeon,vaporeon,water,nan,130,65,60,110,95,65,525,10,290,"water-absorb,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/134.svg,,,"electric, grass","fire, ice, steel, water",
135,jolteon,jolteon,electric,nan,65,65,60,110,95,130,525,8,245,"volt-absorb,quick-feet",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/135.svg,,,ground,"electric, flying, steel",
136,flareon,flareon,fire,nan,65,130,60,95,110,65,525,9,250,"flash-fire,guts",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/136.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
137,porygon,porygon,normal,nan,65,60,70,85,75,40,395,8,365,"trace,download,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/137.svg,,,fighting,,ghost
138,omanyte,omanyte,rock,water,35,40,100,90,55,35,355,4,75,"swift-swim,shell-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/138.svg,,,"electric, fighting, grass, ground","fire, flying, ice, normal, poison",
